,max_runtime,seed,itterations,ants,alpha,beta,rho,Q,tau0,exit_status,path
275,120,69,500,50.0,2.0,3.0,0.99,0.775,0.0001,"Improvement limit
",6891
276,120,69,500,50.0,2.0,3.0,0.99,1.0,0.0001,"Improvement limit
",6729
277,120,69,500,50.0,2.0,3.0,0.99,0.2,1.0,"Improvement limit
",9428
278,120,69,500,50.0,2.0,3.0,0.99,0.2,0.01,"Improvement limit
",6554
279,120,69,500,50.0,2.0,3.0,0.99,0.2,0.001,"Improvement limit
",6413
280,120,69,500,50.0,2.0,3.0,0.99,0.2,0.001,"Improvement limit
",6413
281,120,69,500,50.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6378
282,120,69,500,10.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6397
283,120,69,500,23.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6611
284,120,69,500,37.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6554
285,120,69,500,50.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6378
286,120,69,500,63.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6518
287,120,69,500,77.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6544
288,120,69,500,90.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6442
289,120,69,500,103.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6474
290,120,69,500,117.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6478
291,120,69,500,130.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6533
292,120,69,500,50.0,0.5,0.5,0.99,0.2,0.0001,"Improvement limit
",31454
293,120,69,500,50.0,0.5,1.0,0.99,0.2,0.0001,"Improvement limit
",17197
294,120,69,500,50.0,0.5,1.5,0.99,0.2,0.0001,"Improvement limit
",12119
295,120,69,500,50.0,0.5,2.0,0.99,0.2,0.0001,"Improvement limit
",9328
296,120,69,500,50.0,0.5,2.5,0.99,0.2,0.0001,"Improvement limit
",8188
297,120,69,500,50.0,0.5,3.0,0.99,0.2,0.0001,"Improvement limit
",7659
298,120,69,500,50.0,0.5,3.5,0.99,0.2,0.0001,"Improvement limit
",7303
299,120,69,500,50.0,0.5,4.0,0.99,0.2,0.0001,"Improvement limit
",7340
300,120,69,500,50.0,1.0,0.5,0.99,0.2,0.0001,"Improvement limit
",10929
301,120,69,500,50.0,1.0,1.0,0.99,0.2,0.0001,"Improvement limit
",8215
